,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
52647,M416,Wy-FeiyAn,6.0,214334.4,231732.7,ERANGEL,2U4GBNA0YmlPaXPNVtWgbJNb6FbOBcApZ-1SyoceAGbg9bbK2QNu_gaICw5BlKS4,1602,mnefiouwjqsmnd,10.0,222219.3,231966.1
34121,Kar98k,994755300,2.0,448412.9,179365.6,ERANGEL,2U4GBNA0Ymmu0wP04EPyjqS8LZVVU3h1Eilknn04QSZM6y20u_ogTpacUkKWpd-p,1354,frostlove0304,14.0,456358.6,158284.4
11544,AKM,iamchinaes,1.0,583847.3,336687.0,ERANGEL,2U4GBNA0YmmT8RMLN_HAbSz1-6SZsIQu9bs9z01q5Zw9pFWQOkqbQuGhU2hRpqwA,951,DSCJHZ,15.0,583879.4,336767.8
44267,AKM,Gerry_Mander69,4.0,492539.7,436351.6,ERANGEL,2U4GBNA0YmkRDq_a93MHeDxL-u0h18VzkAaLsmUYqqDwRgHMXWfdqEetmsgd76GI,891,IVO-D,13.0,493935.6,437746.2
18327,Down and Out,A201717,1.0,352148.4,436129.3,ERANGEL,2U4GBNA0Ymnr5wbykx7xc4_Md6MjNgkfh0nz0IsqrG4bejEFBU1E1a9sCeYhVsd5,1600,SkkyBlue,7.0,359282.9,440216.9
46451,S12K,DOOLTA,26.0,516658.1,503328.3,ERANGEL,2U4GBNA0YmngXFIr9O7Of0DltaT64W02-U7Ov-m_HBQa6sG-ORLauMUMs-UrrvS9,171,chenyouniu,78.0,516010.0,502713.9
21067,AKM,skitpase,9.0,299760.8,506639.6,ERANGEL,2U4GBNA0YmmRnSkseZiki4ejO3YG1G2cnCBERtwHQWNT6Mj2uISurw2nULDBqd_K,1372,ROastPiG1,10.0,298830.2,506772.3
28915,Mini 14,Da-CaiJi,1.0,440841.2,283282.6,MIRAMAR,2U4GBNA0Ymm1Lk8Sayd4u8C_bc03I55O05ZthP0XeCW3IBD_yiWHIsBBSroCLvp_,282,YY9709xixi,23.0,440998.5,285204.9
52014,UMP9,gerardo2000,2.0,688258.7,418022.1,ERANGEL,2U4GBNA0YmmRoya6Aixa5pywKXMEhdsMxguMZ2kyHf-VFwrIjP65sNs9FRBzqwOb,219,michoff037,60.0,687843.4,418629.3
46051,UMP9,qaqruimengmeng,13.0,562954.9,125771.4,ERANGEL,2U4GBNA0YmnrOX9MkugWHcpUoGpeizRM8_dIJY558BBtmZ2DBmmsX1ts9oPfdSBY,118,Mamojamamo,44.0,562159.6,126260.7
53215,Mini 14,gengxugege,52.0,372494.7,411335.8,ERANGEL,2U4GBNA0Ymnenc8DY7SDbzSucQNDPR03J5FXmXDTopt32_MRxLWatncNSLTGyviO,478,H0n3s,56.0,366692.2,410929.2
20303,Micro UZI,Wesley_Wong,9.0,626482.9,378468.1,ERANGEL,2U4GBNA0Ymlvo2O_6ZIVm4tOLsvxtCx_nZ_EdcOU6fSY-6dugWlRf9UsbJLN3yB4,314,SsalaaM,20.0,626381.1,378423.0
2921,M416,TZW1998,31.0,182512.0,279659.5,MIRAMAR,2U4GBNA0YmkvCmIao1jSik4oZSUnd8bzeMgA1H7GSnDkUaEJqNxb66ia2M1H60rJ,416,MaxYQ,46.0,187048.4,282476.9
30558,SCAR-L,Lochland,15.0,389566.0,353907.5,ERANGEL,2U4GBNA0Yml7fc--dT0pFIVaobuJbSeoXAy4gO78IeL3Q_GsHB3Qz6JJq4JadGtZ,661,Shialaken,43.0,388920.8,358556.9
29584,M416,Bountyhunterone,4.0,190490.2,356726.9,ERANGEL,2U4GBNA0YmmUdAryn-UNVpA6gSdpVXJyzygjFa6QCj3HMks197y2iqSEA1R5lxzJ,1594,aiqian520,6.0,190390.4,356815.6
24055,AKM,kongw1,12.0,401886.8,301734.5,ERANGEL,2U4GBNA0YmkD1issy3ZzjjGLKISKlmf5zkuXbF2gwnEj3T2lz8gC7os09JNHiH3o,813,SPenglalala,15.0,409288.1,303211.3
19086,M416,weiweiyuki,2.0,368070.4,407360.9,ERANGEL,2U4GBNA0Ymn3eHnaz299Isp6Dz4A9Qudda6byDxx-bg8x0IE15FNF4lAlIUNzyiR,331,TianBoGuang9527,15.0,368339.6,407510.5
3708,Down and Out,MikeyBmtl,1.0,183140.4,293249.6,MIRAMAR,2U4GBNA0Yml0XDizIVK4IxDWB75tIG-FBMzmyEP_fBUj1UAIBJN9VCG7X49NaJ0W,379,callmedaddy00,,183335.0,292754.0
27010,M16A4,chenshijie96,8.0,558928.4,502173.9,ERANGEL,2U4GBNA0YmmGlf8ckwqZxHLZe819N4MKDumwmv2SStbaqH9HOk4FlQSekooRtlfr,1151,Lin2aiU4,10.0,562539.1,499923.8
