,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,winner,rating_group
2975228,M416,PinkDreams,1.0,581584.7,251444.2,MIRAMAR,2U4GBNA0Ymn41idKfWRvzBOozOqMIBItN7jqB7t9Lc_Hr7zRCmUf0HNFvUIL7b4A,1843,Hc98,2.0,582893.5,249392.7,True,1
7006564,AKM,Tian-Xiu-Wen,1.0,501157.2,426623.9,MIRAMAR,2U4GBNA0YmmMwJezs-GZGwNVLvbFDxO-WSooPqotfXUPRHuq8ionv5CCrXekUvqP,155,Adam1232,2.0,500904.7,427141.9,True,1
4017311,Bluezone,Fuck_ervryone,4.0,0.0,0.0,ERANGEL,2U4GBNA0Ymn0sw-XrSlYkFSdIQxz3w7c0krb_WP0zPyTmfEeorpjCjoFtgm2zaV3,1770,Board-Brick,2.0,585898.2,291853.8,True,1
5846236,M416,Visious0,1.0,492544.9,247561.8,ERANGEL,2U4GBNA0YmmIMdITC_h16fApkL0gJYENENSNNw05r2lJoNNWUcSxbll2OBw9zURp,1861,likedongyu,2.0,495185.2,246264.4,True,1
11443602,Down and Out,,,,,MIRAMAR,2U4GBNA0YmlRM5rWsTqnvzQujFQgnmjgjF6paVxPCqPSBZYJU5OMZdhBg3isRvsX,1653,lilesau,2.0,392450.6,488372.2,True,1
5019110,AKM,Alan_Sun,1.0,361155.6,622586.4,ERANGEL,2U4GBNA0YmlCMr5lO44_zret-M5veP8T72PQI6SM3JYvct3evisYBT6YvmrdvX22,1634,stfuSmallChild,2.0,361524.3,622757.7,True,1
8359464,Mini 14,luoTony,1.0,530591.1,118221.1,MIRAMAR,2U4GBNA0YmklDnaa3Dq9zPfmYTh_6p0cFeT40ZliOl32lmpnDxP2I5WJUn1CkRIr,1761,HeroOfWorlds,2.0,541923.6,120028.5,True,1
10299299,Kar98k,crackiswack22,1.0,534512.9,349807.2,ERANGEL,2U4GBNA0Ymlkm8D9p1txjFGFqq-y73w8yvvnxCVp5sahqkOwI7e3oHWQ_-bGy-xa,1817,Rufus_69,2.0,523272.5,348079.1,True,1
12170344,SCAR-L,anderelsa,1.0,328815.1,257502.4,ERANGEL,2U4GBNA0Ymn0hVUgUrLY-4gr9f0U__ueH7aoreQ2r1R8aN_SPhKTiP1tups1Isoc,1863,Tripsong,2.0,323848.7,262276.8,True,1
6654687,Bluezone,Bccc,1.0,424988.4,666585.4,ERANGEL,2U4GBNA0YmlCJxr2uj6sUbDuNvD8PBUPldUw2H1qGoxkJOmqOth24KuaG9Kay0i8,1762,TANGYKIK,2.0,410817.1,673575.8,True,1
4640751,M16A4,GeiBILaoChen,1.0,190632.4,497756.9,ERANGEL,2U4GBNA0Ymnoyb_klmVZzJ1-IAbo-QygyRX3bSxVsVdYrT2wv58qaV961SCygUJG,1767,Norinba,2.0,184522.2,501110.6,True,1
6867342,M416,sophiandaniel,5.0,491541.6,317462.4,ERANGEL,2U4GBNA0YmkPMJXhp5Akl1JDUIl11gSfHIFg29KGfOBpBPWSoH2bObrWY5ofX1RG,1503,MarkMarkMark,2.0,492520.8,316872.1,True,1
10946876,M16A4,TIANDAO2017888,1.0,450544.6,327006.9,ERANGEL,2U4GBNA0Ymm4Nn_NFaKDcXmTNxXVYfJuuFJMJrYk_dpBoEcHu4OT1I5FSGAljVaL,1858,FraiRai,2.0,450783.1,326589.5,True,1
11730276,Kar98k,Cry_More,3.0,147840.6,276221.7,ERANGEL,2U4GBNA0Ymnh0NzOAVLgClUEI1IrGpcjMIMlj8sh0zV_rczYVXahVe08NmnPTHXs,1707,WhopperJunior,2.0,155426.7,263630.1,True,1
2700896,SCAR-L,CCXXCCXXCC,1.0,182931.2,435561.2,ERANGEL,2U4GBNA0Ymkl7ge_pRIEn5KcCABLz8JsQCO5X7tH4x4Y9L6nNSJbr1No-TQiRkQk,1757,NeatherRealmer,2.0,189653.6,448338.3,True,1
2205511,M16A4,BOODHH,6.0,378785.5,708409.6,ERANGEL,2U4GBNA0YmnVYSAHV-iCZZnRpXfv3jzujIZK19xzw8BVZMYLx2S52KBa2k9eyi5V,1530,yiqiangganfangpi,2.0,378645.2,708527.0,True,1
1449161,Down and Out,LoliDestroyer,1.0,225510.4,452302.5,ERANGEL,2U4GBNA0YmkY5PRiZeEv6eNIX2b7j8-n6zZMiq_iLVBUvvXyDh3Pa4Q9AoCHZ52E,1927,Vindacated,2.0,226214.2,454651.4,True,1
58366,Down and Out,,,,,ERANGEL,2U4GBNA0YmkW1yoXU51yDhwPRLYAkY76MOBTq1erO6k4otgQQcS1s76kpevj2rgo,1693,TwinkerBell,2.0,163320.0,165981.9,True,1
11050442,Down and Out,UuuuuuA,1.0,159674.9,413324.3,MIRAMAR,2U4GBNA0YmlGZTyLUha_bXUAEnWhAWk3Si8f6ljZ9WwwAmK1vJ-CcBzfxgv-VIK9,1760,Ducrepsol,2.0,165239.7,410169.3,True,1
1240384,Bluezone,,,,,ERANGEL,2U4GBNA0YmmqsH2feUW6WXVjgwRbtv2Ik3iUuhJN1bcYO1aaJ8JWfVSBn6sTttzi,1651,binhan88,2.0,605910.6,288550.9,True,1
5704391,SCAR-L,widepc,5.0,529450.8,485710.6,MIRAMAR,2U4GBNA0YmkNv3l-FzcBCCYuIhvCB7jISTIcGrPopPxrxAQyh0OdwNjfLJkEXrMM,1297,Malacate,2.0,566731.4,479303.0,True,1
8377486,SCAR-L,waaaaaa111,1.0,319232.7,633515.1,ERANGEL,2U4GBNA0YmlWnlEvjP2QVPzACdYqjjHI3bogWlCpHh-14Wra-GBKEP_jNFjlMfsx,1876,zhouhongbo123,2.0,320702.2,631576.1,True,1
5131908,M416,XIAOYDD,9.0,368806.3,429539.5,MIRAMAR,2U4GBNA0YmkwPHhUqDchAtCo35wZ765A1O1fujB4bQoeh1eIwzwlSvedr91P6U-S,1015,NINJAGT,2.0,369045.2,429545.9,True,1
7244234,Bluezone,,,,,ERANGEL,2U4GBNA0YmmjOG0kdSUYoGLZdWqxLJYbZVr2Oha1SLdeO_b1QnCpkQGK-PlTHxHF,1886,COLDZEDE,2.0,617970.8,364272.2,True,1
5679840,AUG,Georgedesne,1.0,483457.9,105684.6,ERANGEL,2U4GBNA0Ymk78dhQ2jQmxLAimsn0PtgYCmW7n2yCgqJ3tIi2K_s2J_7ZromqpZ0D,1858,koalaaa_,2.0,485368.2,103846.4,True,1
2423989,AKM,olegdamaster,43.0,486463.7,449574.1,ERANGEL,2U4GBNA0YmlTiYnBv0j1fwmojGTezWgXNSvKcS-9ihR7m0DafxqFubls28fzvwuR,195,PoulDybala,2.0,486351.7,449403.9,True,1
3230211,M416,HARD4YOU,1.0,574426.9,456903.8,ERANGEL,2U4GBNA0YmmLRhwl-mJo-zec49ncDq-9oMsmiNqAdGZFR-W5uH5VMbTvOup9eOqo,1714,lj17188,2.0,569663.8,453225.5,True,1
12660469,M416,tongli-1126,1.0,184000.7,192627.2,ERANGEL,2U4GBNA0YmmTURyfdmosCDT4M1YBE-WXc5ZXQLA0Jyo_WeDrnYFDar-dkqj9EUpF,1804,lXoXl_Gg,2.0,177713.3,201175.5,True,1
7832158,UMP9,Keebox,1.0,425628.9,229015.3,ERANGEL,2U4GBNA0YmkpZfkaKdjmCdgHXfJVdp2rBvT1XmLNmb8wMy_gtW4142ZkiW9fERzw,1831,Savix,2.0,424868.2,223293.9,True,1
11787355,M416,CarotteWoo,1.0,516583.0,340689.0,ERANGEL,2U4GBNA0Ymn9yBxNyAG859rVzgiCB1xh49lkLWr40m_AIdxzJKU2Nq-ZfkwhghDO,1910,ALanOvO,2.0,515357.8,341006.5,True,1
9139694,M16A4,jfizzle232,1.0,236757.2,468919.3,MIRAMAR,2U4GBNA0YmlX8frSUDoKN2ivy0Axxi1UiprsMeWjMHL8oBkA0tongeNsusuRizMm,1920,k1ho,2.0,236397.9,468458.8,True,1
11273129,M416,OFF-WHITE7,1.0,498514.8,359524.6,ERANGEL,2U4GBNA0Ymm6Ab4lPb2hyR8d8oK8P2OXMCqZsILErxL0Mr2V-XAcOcAlDXZeN8rg,1811,Xiang_Yong,2.0,502418.1,356960.0,True,1
4123253,Motorbike,JUUUUNO,2.0,387060.9,119807.3,ERANGEL,2U4GBNA0YmnVWmSNP29lQBBk6fUq39Cp_8EA7jXq10lSuZ6DwUGbMEqgFei9QpTP,295,JUUUUNO,2.0,387060.9,119807.3,True,1
3578100,S1897,Inspired26,16.0,362623.5,409075.9,ERANGEL,2U4GBNA0YmknRtmMO0bFoQVWnC2gGGLKqxafpjHRMBQ6f-LbnzaElPDhAPOTu4FP,602,kdyunwv02,2.0,362716.8,409074.4,True,1
12592649,SCAR-L,KeJiG2312226726,1.0,628684.1,307418.5,ERANGEL,2U4GBNA0Yml6L88Jb-MjM3G9loMEngojiBxWMLf-39rDXqKNWUSpBHqtgDpCv0Tj,1785,ciqing9527,2.0,630120.9,306158.7,True,1
7008191,SKS,TheB4,7.0,104844.8,511455.9,ERANGEL,2U4GBNA0YmnsJMcWVA_3d7YScdKs4k0fqgGspijHTjCcLq4juqbneJ0UNFkwp9A2,1640,BADGAMER086,2.0,104324.3,511228.1,True,1
565431,Down and Out,,,,,ERANGEL,2U4GBNA0Ymn3YGZMVgbZhhzZRHPugAWLplSvOcJNWSb6Or3jnOv5-DFdx0DeIboM,1867,HzngzhengFiiiiii,2.0,331938.3,526813.6,True,1
12063602,M416,Douyu_Xiao_yao,19.0,328184.4,545871.9,ERANGEL,2U4GBNA0YmmWw67gj9UWhsBzXCcSd-UlyRVGHgS9eOMSz0AMv_Mnx_WS38uF21qE,448,Pray1128,2.0,327171.9,546057.0,True,1
4727962,Down and Out,JoffreyBaretheon,1.0,514282.2,102265.9,ERANGEL,2U4GBNA0YmlKSzUQDTd1W1fsloL7AAINhE2u6_BRYuGSsiBg9MGKQLzv6URfBOkx,1813,Kiss77,2.0,509008.6,108361.3,True,1
8170354,M416,Andy_DY,1.0,642566.9,316852.7,MIRAMAR,2U4GBNA0YmlQiMEiv5ou9rB7uQ4erUUKc-KIp90YNuFcrJg8Tf2My2o0HTqF5uqJ,1777,Caoyoudi,2.0,636750.0,313550.4,True,1
8968804,M16A4,TheGreatPalidin3,1.0,143097.9,374955.8,ERANGEL,2U4GBNA0Ymk3OSeOXnkX6fiVgBry8MTK94MpWba8TxWd2SdWn0UF1pbZyy6pxDud,1967,KuGaS_,2.0,144776.7,378474.8,True,1
9706591,UMP9,kosc552,9.0,261083.3,452222.5,MIRAMAR,2U4GBNA0YmnzGpBwUer9rMpzM-Eu6cMdHpawrz9aETqInRs_KmDfXS5PAzJCdCix,1343,Akuuuuuuu,2.0,260949.5,452208.7,True,1
11972224,SKS,lewardfend,1.0,431148.7,162606.0,ERANGEL,2U4GBNA0YmlfZbx6st45WEZATZfDN6d_w-pZpEr1Q5xppidzOAXqavJLUK_CD89Z,1808,Drewcifer12,2.0,425819.2,173824.8,True,1
7150423,SCAR-L,HuXinTao,1.0,442846.2,296861.5,ERANGEL,2U4GBNA0YmlJ4PaeWmXjZAadzLRV4_B2OP-6HnTvNTw0NcvALGNAEub4TCXmiATV,1908,Naipexx,2.0,442966.9,297522.9,True,1
7449094,AUG,YangrRui,1.0,460157.6,483258.2,MIRAMAR,2U4GBNA0Yml4icfQWtoKXpwdnisCj16hf_6GJUbmbn7A2305bPtF1tTjH2-S35C-,1758,Ackc666,2.0,464629.8,485141.2,True,1
5711493,M249,cookiedinosaur,1.0,299590.3,560596.4,ERANGEL,2U4GBNA0Ymkhm3Mq-Q-l7avzNjzss1ACU5510vN2_Sei_CvZRExgz6sgXfdI5eA3,1908,PPEEYOOM,2.0,301036.5,560535.2,True,1
10843156,DP-28,Iambeefy,1.0,239495.2,380510.3,ERANGEL,2U4GBNA0YmmGmOqoFp6-kN1FrScEUMrgxpQcBcBSt4NWaWY4HgSYEDdyXk8RdzEg,1797,duanrangming,2.0,238947.3,386801.7,True,1
3454042,Down and Out,,,,,MIRAMAR,2U4GBNA0Ymn95L0A3PudeuBt8tlGg_VfG9pXoCxF5kAqxwmm9s9fD7mWChf2E-XB,1653,The_Keys,2.0,199883.7,519207.2,True,1
12140688,M416,CHERNIIHACH,15.0,492682.8,528444.0,MIRAMAR,2U4GBNA0Ymn8sU1fjkK_pCuRSCxbTsntVKWcki3V7s_lgqwLwmSv59neSDoz7JAI,869,RaoCityMemary,2.0,491867.9,528449.4,True,1
13285337,SCAR-L,88PLFA,1.0,354186.7,152111.0,ERANGEL,2U4GBNA0YmnsgRdh2PTkL1Kv6go43uco69oNyEpyIZR4iUykrfbW3GbquYhUj_wm,1828,Seition,2.0,355007.6,150488.8,True,1
12868197,M416,SrChuleta,1.0,513676.8,423518.0,MIRAMAR,2U4GBNA0Ymm7pV2sYAz-RVtdgCnHjrGxjGkL_kpnesNH46jA50VTFXqTVp410yBW,1968,MLup1,2.0,511965.8,423768.4,True,1
826605,M416,Sandman_SATXx,10.0,449790.8,546399.0,MIRAMAR,2U4GBNA0YmlPdqx9X-Yl8-3N5gs0INhycRjjOV8SIy6QhYO_3a73sM75jSoUADP7,679,Awake_In_Naptown,2.0,450226.3,546644.4,True,1
2200313,SCAR-L,honorp10,8.0,213671.9,336854.6,ERANGEL,2U4GBNA0YmmNjwxCz_0O5D5YhfBvM9IhiT45x3mlLf_XiWcU7zXLLZ8rTPb829sj,1358,E1MMMMM,2.0,213848.5,335594.5,True,1
10859732,Mini 14,WinCheSTER6666,1.0,471634.6,193976.9,ERANGEL,2U4GBNA0YmldhDexOYAYoNXgBYhbjIZT4BdAV3xmDA6gS-7laF6q0bRS8TmvZCEu,1791,MapakE,2.0,460609.3,195416.1,True,1
8416851,Grenade,swansu,1.0,450482.9,454718.0,MIRAMAR,2U4GBNA0Ymlus5CiVLM8x8YRNHWXV8OQnuf0AgzJf5O6F2cZTj7U_rIo8bu_fq8L,1917,MMBabc123,2.0,455029.5,453019.2,True,1
4498978,Down and Out,pernadow,20.0,369134.8,412398.5,ERANGEL,2U4GBNA0YmnB-Wb2DAPDwyfYMDmfp6GnnVHSS-OxLn-n8zHol4WlWZCdg5ZWMOsL,639,epr_07,2.0,369574.8,412801.1,True,1
12146611,Groza,lioipio46,1.0,221982.6,542609.6,ERANGEL,2U4GBNA0Ymm0ruRcexCPMMv6fMkL7W0Y-WPw-cDdSVfoRIFmRwhQaU4MLpjWMjeP,1780,LoveYouapple,2.0,226879.4,548162.6,True,1
8844015,M16A4,maheihei,1.0,98372.07,408041.0,ERANGEL,2U4GBNA0YmmwrlgtiVxIhCmR22We0OYMbd-navgjiyFRRQ5gQolloIdr6IKBlUow,1874,Boomsakalaka_KO,2.0,93551.68,403195.8,True,1
13077194,Down and Out,Mr_Shuaishuai,1.0,149648.2,376161.6,ERANGEL,2U4GBNA0YmktDguW7lnu5Ci48NZR3d9lMap9bnXyEEBxAI26H5EV-u6V-XLH_dYu,1949,Nugster,2.0,151560.0,377822.6,True,1
465696,M416,skt1uqck4,3.0,441006.5,603920.4,ERANGEL,2U4GBNA0YmmN0fcFC6ago_w8VAR46QSz8_q08QOi570MsUCWrGfsuZNxAunhnBG3,1703,CAPForPAP,2.0,440899.2,603600.4,True,1
1527039,M416,diaohenxiao,1.0,149697.5,433290.1,ERANGEL,2U4GBNA0Ymmz-E0_sqqMmSfPYglnIKq11KQvYAah1zVnN0yBA1XWgUGq5dQIgu9O,1897,she_ni_mama,2.0,152737.9,430846.1,True,1
2384037,Down and Out,HUYA-Laoyao,1.0,496948.9,685898.9,ERANGEL,2U4GBNA0YmlDcyGZvZz47A5rr6qGjUlfKm2I28Ee-cbBNtgaj-N_aDowDtHW8BJb,1863,mer1n,2.0,500151.1,689427.0,True,1
2010636,Mini 14,NOSdiey,3.0,226153.8,517412.0,ERANGEL,2U4GBNA0YmmpLp-5f6e3aFqFMVdrkfmRLUKdY_0Bv-lsmmTDBsFVTt0X84ESShqS,1459,Bwyinbi,2.0,240530.7,529544.7,True,1
5597323,Mini 14,Adsty,1.0,346071.6,456417.7,ERANGEL,2U4GBNA0YmkzOtZhVLfJsDGxMt3m1UZ2WeFfHtA5YCuRPVSxsJSdqDf2FPDEyXNx,1752,UMR_86,2.0,337479.8,455846.3,True,1
3492087,Bluezone,,,,,ERANGEL,2U4GBNA0Ymm7ceADy9HTHnBe0weA47-rBNTmHBS8pmoxHhftPk6Tm0y0PLAX-dR1,1517,countryhong,2.0,397879.7,233817.1,True,1
5790104,Mini 14,WindyFarts,1.0,434187.0,701450.3,MIRAMAR,2U4GBNA0YmnLN76y9yLJTE0IzBBg2xTAqt3pXeAufvbneFQQnw7b1ZfZulzZtc33,1781,krakken007,2.0,436307.4,699946.3,True,1
5215557,UMP9,JQUICK1818,16.0,359975.7,515976.2,MIRAMAR,2U4GBNA0YmmHpXucdcKhA9WYv74p70C68Nv_vRFGdAfckankrtAQK-mrA6wht3WM,1118,SuccessfulLoser,2.0,359850.1,516523.1,True,1
11413388,Down and Out,yizhibennanhai,1.0,607128.9,155552.1,ERANGEL,2U4GBNA0YmntNwvR7SOxXETDJaeKiPMocEPvWmlcG_WDGXKdJa0k5HWRQVCba9R0,1851,laowang_624,2.0,598677.9,155330.5,True,1
11875280,SCAR-L,Starboi_,1.0,448574.3,180852.9,ERANGEL,2U4GBNA0YmnhAWcY39lyYZw-0pQuhsh8znXB2t9eVF3VmeEXsO-pEdmn-kBwrf-d,1746,chenge8888,2.0,453565.6,182488.9,True,1
1034538,SCAR-L,DarkDong,5.0,354703.5,663559.8,ERANGEL,2U4GBNA0YmlQEAOybOUyE0GK4YE9D4aQeDxwshJ9wkkfUJYJy-8SsbtM4p2qGBxr,1324,xiaozhuduojiji2,2.0,356840.3,663613.1,True,1
7732220,Down and Out,wangji111,1.0,548973.8,458525.5,ERANGEL,2U4GBNA0YmnLhTxjJ3YLQ7CFT8CVU_d6h3R75QDVa8PKYoRfNj6sws9K4yoIlIzz,1949,WOWER-lxy,2.0,549199.3,456645.2,True,1
1041528,Down and Out,kIFii,1.0,542769.4,454600.9,ERANGEL,2U4GBNA0Ymlk2AljZOXcbyTbJBUl2fUREkuI3sSl0fXwdGkFWsrcdrY7b0gSFQA4,1934,Ean__008,2.0,540645.6,454987.2,True,1
8272165,Bluezone,,,,,ERANGEL,2U4GBNA0YmlD8WepWM_RrwfeiI9W5naHBXEZx7eMKRVee8NyhKtS-OcjUMMXoJ6t,1885,YTC121212,2.0,602418.7,444381.1,True,1
7199417,SCAR-L,tie-ba-zhi-bo,1.0,568041.0,184320.1,ERANGEL,2U4GBNA0YmnggzZT3l_fUoQbPpq51oKCvS8QgFuxZzFMTwQ01_Fk8sx1iG9ZMncn,1879,TheH1ghlander,2.0,568635.3,189004.6,True,1
4109489,M416,iamdecay,1.0,550325.1,457046.8,ERANGEL,2U4GBNA0Ymm1r6Cbx-ySRp9RWUdHHdUpC6jrpL2lEurwYxID98me14qb-xRxy5CG,1836,Concludejack,2.0,557989.6,448619.6,True,1
9223559,SCAR-L,Whatpcw,1.0,359708.2,585992.6,MIRAMAR,2U4GBNA0Ymme8AasWMdDuhp3594kaIaSxYRXfDax-ze72pAKtTCfuI4bjCesNIiS,1759,FirST_BQL,2.0,365395.4,595366.0,True,1
9156818,Down and Out,Vipertiger01,1.0,518384.0,188084.6,ERANGEL,2U4GBNA0Ymn5I6C0bWhmWVe_JI3eIqfDzF-WedtjXLTZENHhwBDp3bhOsx12gxeX,1810,RussianYes,2.0,510319.5,187794.8,True,1
9663185,SKS,ff92zz,3.0,513558.9,382042.2,ERANGEL,2U4GBNA0Ymle2vLYx9DC5akbnxKD1ioR3mUObP6SBaJ7_0OZiEfL3CFY7M9KxsAq,1747,Weababoo,2.0,521585.2,394667.3,True,1
10327414,M16A4,x6r1mcreeper,1.0,300466.8,451226.5,ERANGEL,2U4GBNA0YmnDEUzreE9cFt1x42x6qPCO04CL64REWiwO2GKhfqNOq4B9nJSkT0wS,1978,Stanley234,2.0,299733.9,450707.8,True,1
6087253,Kar98k,l-criss-l,1.0,520662.5,387107.8,ERANGEL,2U4GBNA0YmlC88XONdppMRgN69AzUMaPESI8uKO29jo0pAlWN1ZqGhHnaED4yNoR,1799,PorkShumai,2.0,526468.8,399972.8,True,1
11467607,Down and Out,laodan233,1.0,403526.5,350199.6,ERANGEL,2U4GBNA0YmkC4PrAL2DmFVQMbjdShfZhBWDFqcZJHMm-c2-0C54340mx1_y_v-2l,1942,General_Woo,2.0,402496.3,350571.9,True,1
137660,M416,chen-chuan,1.0,389050.4,350993.2,MIRAMAR,2U4GBNA0YmnMP2YBW1qiffmTUVkAW8VHwsqYmAHrGCDW1Ba-fqcxT4Vsa7TOLLhD,1895,651894599,2.0,392945.1,352830.4,True,1
1204344,SCAR-L,gaozhoutiaotiao,1.0,549573.5,479138.8,ERANGEL,2U4GBNA0Ymmlti4yzOuySA7wceR64x4seEr4p2DBc-VLIa91UxWUMIqZe0UKJn2b,1971,mgheidenreich,2.0,548292.6,476488.6,True,1
5354062,Micro UZI,Vn_JOker_1St,3.0,339888.5,551766.0,ERANGEL,2U4GBNA0Yml3Pw1ly6ZNhsQ3IEjtLZ3wpNHkzpwzfuZyFL3JEWoyfhmHX08YzTsk,732,yangning007,2.0,0.0,0.0,True,1
667775,SCAR-L,zonggongshushu,1.0,281662.1,669931.1,MIRAMAR,2U4GBNA0YmkvWL0FUHr6iecPZzVH4XGUGiI8JKIYfpMn0Rzf8DeC0GdJVdcmSppC,1796,LYiDong,2.0,286711.7,659193.3,True,1
12578274,Grenade,blue-bt,1.0,253818.5,330665.7,ERANGEL,2U4GBNA0YmkdtKH-zhGsuRtgzuDiObAZVnaKeOtp_RQoqg6T47d5hGtqUm5SZAjL,1894,Abiubiubiu000,2.0,251943.7,334007.1,True,1
3215733,M249,Kuez,1.0,289093.7,206902.4,ERANGEL,2U4GBNA0YmmcYHpXKwmFBDqiN39JlhHVBsRpFJcChSJRTYob_VR-qExG_SV8YBwX,1919,ansar0218,2.0,289942.5,210286.8,True,1
9249063,M416,xuhaifengdebaba,1.0,202203.2,156848.3,MIRAMAR,2U4GBNA0Yml1uQODkVu2qesYoUaJ4mNkOZbHhuVJ3aEe9AYgVayvsyxwaoDJ3z7S,1866,laomengzi,2.0,206597.5,165382.9,True,1
349881,Down and Out,wncjnst,18.0,268707.3,539328.0,MIRAMAR,2U4GBNA0Ymkl78NDLdmo62Fcm0UaZA75zLd4pLU5iPd_HhF_NZJWKQjJFbFS8HHD,538,JogMemory,2.0,267258.6,530363.3,True,1
4735532,M416,lin_lao_shi_,1.0,63677.51,501741.0,ERANGEL,2U4GBNA0YmmDM8zYU3UTYZwmmXTxJuaE_p8ClJochFC9u13HsOVZnVd4QSdbhH6V,1685,goodluckboy,2.0,64875.98,500281.8,True,1
10253655,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymk4Gy-elPlR-N57C0fhDauInYLD6qMbLYvMIQsbmIUK3hpifkkEh63U,2182,SITUNANGE,2.0,440922.0,532451.0,True,1
8100020,Down and Out,mega_destroyer,4.0,598717.4,475289.1,ERANGEL,2U4GBNA0Ymlddcq_txDb1RFGIOTcpczD4cpDTDO7g911oe-qT2QGhmKKPag2h3Wm,1652,kilduffian,2.0,597286.6,474723.1,True,1
11359751,Down and Out,Foxdale,1.0,445915.6,539352.8,ERANGEL,2U4GBNA0Ymn9ZVGaQ7aDVpQv4nVKdomtYyKq2GR2F7XpYt5lwZrM8AWvS0Nx8a9-,1196,UU-Matter,2.0,443563.7,503850.9,True,1
11801442,AKM,China--xinyu,20.0,81478.01,712737.4,MIRAMAR,2U4GBNA0YmlbdrllhwZ5OSYSbb6qIkA-4QxY3UDQX0I4rB-p-VsSuS1gZz0llrtW,587,d4z3d,2.0,81146.17,713860.6,True,1
6702308,Bluezone,,,,,ERANGEL,2U4GBNA0YmmNZRUV_TwQa3EKMiPXjoPhz7Dni68z0z5uWXD6vZZ1u1IojZy29vmd,1775,ghghg,2.0,567661.7,249312.0,True,1
12790220,M16A4,kingofchickency,1.0,302297.9,271590.1,ERANGEL,2U4GBNA0YmmJ3-9MCa6OIZ5FBUrugb1YZZY4SIpja3J7UjIaPKUvg-J71x4NJ0qD,1877,JimDiesel46,2.0,306509.2,268099.6,True,1
1539758,SCAR-L,FaKekc,1.0,391807.9,612460.1,ERANGEL,2U4GBNA0YmmAVmuzqXsls56x4UH_PN-Uo0TUrhgvIMCXINXhvTJ1_qUX2M9p8DiA,1868,Sean_6715,2.0,391087.3,615799.3,True,1
12408199,Down and Out,HBESTHAO,1.0,457719.5,431249.1,MIRAMAR,2U4GBNA0YmmLz5q1VFjfWYQ-BAUVuS55tiCuQ48E77b2CEAIVjEd6NTcTGgl3ZN3,1880,Zpf0923,2.0,450892.0,427553.4,True,1
11599144,Down and Out,ZHOUDAGE,1.0,188582.5,548466.6,ERANGEL,2U4GBNA0YmnRx1bekgNyRNweKhFAwLhVm5Wtfbxr81bVn8HDRBFHyFpF5Wf7nWQ4,1713,AidanKLOL,2.0,188976.1,534376.1,True,1
3822314,Down and Out,nerher1999,1.0,221929.7,353971.6,ERANGEL,2U4GBNA0YmlAq2IoAf_PaBTtDREBbLXRRBjajsZSQ1AljL5yYmolRoi4QKs9hXdv,1862,dongfanghong1hao,2.0,225335.3,348836.1,True,1
5230437,Down and Out,BryanD1357,4.0,564688.7,123853.6,ERANGEL,2U4GBNA0YmkepLZozS48XwTBQpAgXWThMtc_hDIt4VD7xfMwAxBFskpqL8ndvVbq,1758,jhfyi,2.0,566337.5,126582.4,True,1
523108,M416,IngJay,1.0,173333.7,379652.3,MIRAMAR,2U4GBNA0Ymn5vts1QL9ouUgoBsGQ5Xqi0BFp7ZHGVTy8mUTx2XtR9Fh2z3a8STIX,1754,Sandals05,2.0,175436.4,377678.0,True,1
7480518,SKS,Limes__,1.0,270126.8,262904.6,MIRAMAR,2U4GBNA0YmmFOct_JPN0nrqqdTo8RSnYPq8TqE4gyBBhJfq1I-EfUabISZ1cvZx0,1784,nEwSpMz,2.0,273617.6,250688.6,True,1
278788,Down and Out,dandandan666,3.0,623820.6,622044.6,ERANGEL,2U4GBNA0Ymk_aeXt8j7aecppJffeau9u7sasJiXRqj6_j3OvTUoRidlDBosQl309,1737,sitiaolong,2.0,624091.5,621045.4,True,1
3919057,AKM,zzw4188,1.0,434046.6,238044.0,ERANGEL,2U4GBNA0YmkPC1RIifZIlNbl0HyPRY9jEzWbo0vm63v85ifG1jWWO2W1XOlIWJ93,1796,Jine9,2.0,431877.2,236083.7,True,1
4114970,Down and Out,Odie911,1.0,167455.9,338788.4,ERANGEL,2U4GBNA0Ymnz7iaFcwHbYwXcIbmxtszc2zspBgvT3Ic1oXJjiaQ7r_0oj4JosJY_,1367,Little-Jacob,2.0,168756.9,365076.3,True,1
6985488,Grenade,LUOJIAYE,1.0,370535.2,197563.9,ERANGEL,2U4GBNA0YmmYz6VMSXptGvBJn5X7QnKOyvARKqpy_kaNaha2QhwApBIQZHv1dOF_,1786,wojiushiqiqii,2.0,370701.4,204358.5,True,1
3225066,UMP9,Speak_,1.0,281778.8,380349.6,ERANGEL,2U4GBNA0YmnUrYdUvdhVGhnt5yc_tYQmgyx6Wfa46k7D8VP8YI36JYp8O_NGxSP5,1941,Teecow,2.0,282046.4,384489.0,True,1
3928150,M16A4,Xealot11,1.0,485030.1,275761.0,ERANGEL,2U4GBNA0YmnTZhUJ0ZwfugT9ZV7ERa-xEIy8IMHwP1cYpGFBNwyEfECt1UwuwxFc,1763,Soccerpro824,2.0,485246.2,277948.0,True,1
