,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,winner,rating_group
9774720,Down and Out,Ly_Kang,2.0,439055.3,229242.2,,2U4GBNA0YmkVLgYqg6H8Xt5lj7nRmXtp5wh2iWOMJMx25kvK9ex-kbfhr6lDevlD,971,Ly_Kang,2.0,439055.3,229242.2,True,1
8216383,Down and Out,zFinalBoss,1.0,345690.2,150914.2,ERANGEL,2U4GBNA0YmnDxxbGmeCTAIdiKVRnHRmHBZ3y0zGRXTatvubIf0bff8_r35WrWYdf,1883,goinginsane,2.0,346240.8,147499.0,True,1
9498590,M416,Kamihata,1.0,178601.8,374161.6,ERANGEL,2U4GBNA0YmlOyHJ9u_PX8tjmtIse-AZtTZEHtIMshyV6CZlJZk9N58mYB8t2I663,1917,StopCampThx,2.0,176217.0,373249.8,True,1
5255150,Down and Out,ANERNANA,5.0,175373.4,163072.8,ERANGEL,2U4GBNA0YmnDkCNwQtZmC2bXla6AQmmpc0jnqidD3GbpzyVfSS9JGweB45fUSjAu,1729,GSP_714,2.0,180480.5,166938.8,True,1
8649902,S1897,Wreckless_18,25.0,361563.1,395109.8,ERANGEL,2U4GBNA0Ymkv50bfdW5AMCGleD_AaTYChLSlzFs8Vs2TduCDBY2aepMPq_6ll5IV,114,18Luohan,2.0,361473.9,394981.5,True,1
8257452,M416,wzchen0924,1.0,444695.7,733307.3,ERANGEL,2U4GBNA0YmnUre5PDVqH4bNVvPrKV0BlqZLX7KuUL9SGHS982eM7nEHY2LSRgpMk,1738,Mihan4es,2.0,457099.2,738492.9,True,1
4614743,M416,Payphone_,1.0,546988.6,543172.9,MIRAMAR,2U4GBNA0YmkLEg9YrofrGvFI9ga7MenAW7ulPnDmp83QomBYnoUm7XLNcK1AmtX9,1818,fabiancho1313,2.0,546906.2,543632.4,True,1
8252339,SKS,Andy_wangjiayi,1.0,337751.7,455536.5,ERANGEL,2U4GBNA0YmmpZunkEuHDaEUiEUkOP3J9e0iyGjWkUQX2PNNgTL7y4dv6Ih8foVHW,1770,Clockwork_Orange,2.0,331278.9,469993.5,True,1
5189078,M416,NarumeaMW,13.0,373590.4,127165.4,ERANGEL,2U4GBNA0YmlC3JtTmXb-NsCsxp3O1gmIVscJnF5266vTz7wW4ruszfZvEF6LnFuI,494,Master1385,2.0,376809.5,126931.5,True,1
10718657,Bluezone,SaVaGeMahdi,3.0,150706.7,315675.6,ERANGEL,2U4GBNA0Ymkqb8hzP9T6UHJA3EeaB3VDhoITNTWBND8VozMSIViHU0xKLqWvY3Mq,2180,DMCDANT,2.0,150289.6,318135.9,True,1
8554191,Down and Out,Sawyer05,1.0,278469.2,254571.8,MIRAMAR,2U4GBNA0YmmG_J7SoaNnWEZECR-Gv85Uq63OPYvd0nSspxDjM9Uhm72SgVcRcYXZ,1810,KCaffeine,2.0,276409.1,255113.0,True,1
5964647,Down and Out,,,,,MIRAMAR,2U4GBNA0Ymm1Eb7rAfJLBNZx0HCpE11bDkLaljfYBcISV4RytICY5NNxoC-yFsQH,1771,BlazinCanadian,2.0,488917.6,622898.3,True,1
566556,UMP9,Jibrother101,13.0,105399.6,146693.4,ERANGEL,2U4GBNA0YmnhGegrLVNE1qIoXDCgGo_zJ09SrrQO0fM4dGumiW2NKCQ5BhEtJeWY,159,Guard-you,2.0,105488.3,146896.0,True,1
11705942,M416,LJ-XJB,1.0,230768.2,536500.8,MIRAMAR,2U4GBNA0YmlOHr4LRCJjcJcR6JJK58RwKrp2T2q1-wFTPl0TjyJlRZvgA1WzM8WV,1881,kat8888,2.0,228785.3,537468.4,True,1
57941,M416,6961_xiaohuo,12.0,550735.6,569133.1,ERANGEL,2U4GBNA0Yml-haxoiDgkQfM5ZfGQeJphudE5mJGv0e6p6YdZ99Zmd6NamEjYCTk3,957,DevilKiss1988,2.0,550525.3,569345.9,True,1
9383979,Bluezone,nAisoo,1.0,211352.7,308685.0,ERANGEL,2U4GBNA0YmkUeP4wya9CCyIcy0GxSv3oZsQwiZIQ_-2bs02PzHlLihJ9--ZTqzll,1768,weipeng56565,2.0,201011.4,299335.7,True,1
10904041,AWM,Daxiong0123,1.0,279501.2,426416.8,ERANGEL,2U4GBNA0YmmirLNdsm9um6vdiFUhAHMzKYXgnf2ShidJuaX6o8mRaRvUtyWb3J-8,1766,full_otto,2.0,270288.4,433365.1,True,1
11190817,Down and Out,WYZ-China,1.0,263772.9,347005.8,ERANGEL,2U4GBNA0Yml6CXkNI7Olj7tJExpuQ4YkD0EFxkvayLkZJd5z4Qk__ZJenweUGngV,1757,GODgruse,2.0,288508.6,352963.8,True,1
12291658,UMP9,Frowwsteh,15.0,501261.5,494583.2,ERANGEL,2U4GBNA0Ymmby5mv8r5AZLTfpLJzzGtSR2f7l1hi3bko1bGZKNeOtbSWp9hPCLic,673,China_PLA_Hnan,2.0,501343.9,494164.5,True,1
6205564,Down and Out,QingkongzzG,1.0,391573.8,507352.8,ERANGEL,2U4GBNA0YmnB-04w4ALiIDFhe-xZJadtGtiffFZuFkzP4uNBTpJHi1XpLWm5IH89,1916,Chicken-Dinner11,2.0,390736.6,509797.9,True,1
4230048,Down and Out,yuliwei001,1.0,289054.1,167776.3,ERANGEL,2U4GBNA0YmnWJ91CrXh23UzDsOzxqtX9uh2d3-TUdSBcJRE7cqyyiDD5zfG3x87J,1980,ZX-killer,2.0,286625.1,165359.9,True,1
1772741,Down and Out,vercent_z,3.0,433188.1,607359.0,ERANGEL,2U4GBNA0Ymli9nPirF32kfP6kQePNjEJfIqcP_ob5LaSKJwXO9zLbMobKj7VMenZ,1627,SY673201,2.0,424401.5,601190.4,True,1
4380441,Kar98k,yuwzzzzz,1.0,173083.0,607325.8,ERANGEL,2U4GBNA0YmkY8j-yCsgLNOTL1H35ag5ujoUMhd-gnwEaBM_mWohpGpgi-1_JIfL8,1860,HZ_Cat,2.0,172844.9,603620.4,True,1
3777803,M416,MaleGeJJ,7.0,593847.3,476009.1,MIRAMAR,2U4GBNA0Yml375v4HVWsUrfCEpIVaSampKOz5UBh_05BAeFLBAymCwONuNfdvJXy,1425,ZY999666,2.0,596192.9,475704.9,True,1
11712249,Down and Out,FangxingNB,1.0,192782.2,379312.7,ERANGEL,2U4GBNA0YmlZYJ9T_EHCpqxgp-mERds9H598JXB1qROFM3x_GvizhCEyR5vUOdC5,1833,DIex7,2.0,195143.9,378767.8,True,1
12267711,M16A4,Arthur-F,15.0,420628.9,200874.4,MIRAMAR,2U4GBNA0YmlTZCN8QaEwcHnwEC0H37QvIGZpvDE5kC_sL5miLJU0lnPKiS8iO6vE,312,TroopDivine,2.0,434387.2,193910.4,True,1
191162,SCAR-L,manshen66,1.0,183182.5,598132.4,ERANGEL,2U4GBNA0Ymntq6geKFBy19JngDz_u3j4A5MjFADJRjhBbSSrNhrtu21dyF24IXI9,1767,Djdljwcb433,2.0,188155.9,598991.0,True,1
13347173,UMP9,lilianglin,17.0,518822.6,253043.2,ERANGEL,2U4GBNA0YmlubMr8e623NreqSHVCbQCwriiEIDkeBSd9BponVm8hd3wvz7s1QQBb,185,Beverly559,2.0,518986.0,253444.2,True,1
9617271,Bluezone,futureShop,4.0,250000.8,316421.4,ERANGEL,2U4GBNA0YmkYdnm0Dasr_PQax5bjsof_mZaLsvmdm4en8U7C83xZPCG48WBYLBs-,1506,H1ppolyta,2.0,243315.1,318299.5,True,1
4212767,M416,GKBWJX,1.0,278481.1,564728.8,MIRAMAR,2U4GBNA0YmlDYQ_KVBwqMkktLvrf_1Hd-dUxYpL_Mr_ZHIqnULYbNGFOIiGeoE-E,1955,Day_Break_,2.0,282048.5,562383.5,True,1
4112695,Bluezone,,,,,ERANGEL,2U4GBNA0YmkCdoe8wz4lZgAzN1xdR9b7oRTWo3p5lQWBICCuauG1yKn3t7UxX-V1,1761,Curtai-n,2.0,467399.2,111411.0,True,1
4396817,S12K,AiLsonM,7.0,313019.8,433162.0,ERANGEL,2U4GBNA0Ymk5FtzVvP_WdEQH5XS5Qda411eAA6c_RbyIZVdQ_G1IVLqYmCNDn_4C,1595,douyu_Tv02,2.0,312741.0,433270.6,True,1
8853982,Down and Out,liJCAK911,1.0,503681.1,359622.4,ERANGEL,2U4GBNA0YmmOljmIxwvCJP3VZS_PgA0I4HIaA3DiM-U_CK7_aCzeReoQBi26RBIF,1730,DongUnknown,2.0,506703.8,372268.6,True,1
9915679,Down and Out,huaxie,1.0,582609.0,633841.1,ERANGEL,2U4GBNA0Ymk68Iw4xsN6WccvV1sF5PQeOAxwZUyMvDf-DacwvN0tULjRl9ZXj4IM,1813,CataLey,2.0,578004.4,631509.4,True,1
8772693,Grenade,beishengnanruoxi,1.0,375842.9,558162.3,MIRAMAR,2U4GBNA0Yml7-wlaKRcfSdxMrznJ6iRwDNRwrrQ-k_2PujhgXp2irKATWSRims9U,1783,Tofily,2.0,376937.8,564690.8,True,1
9663959,S1897,Y254432_Dabao,19.0,0.0,0.0,ERANGEL,2U4GBNA0YmkHF15O-vk9mLHWZwceqQKgSRKGoiZ3F8XyzDpYVe_Z-TzYngw9LFhy,761,Taotaozuibangle,2.0,374994.3,411566.3,True,1
11525497,Grenade,HuI-Anarchy,1.0,449752.8,266683.8,MIRAMAR,2U4GBNA0Ymm0PUqNn9xiC2zRsVN9QTEcXsSo8QGYHU8ymzQovbu8XO_31fsH76VN,1818,GuI_DEng,2.0,446840.4,265229.0,True,1
1291643,Mini 14,FusRoBRAH,1.0,269275.1,277949.4,MIRAMAR,2U4GBNA0YmkYgbe9VCFanJxCL-1K3xEzUEpFjMsHmrlW2IvIgV4IPVwKbYXM7cz9,1787,StrongZhiGun,2.0,273200.8,285738.8,True,1
10662442,M416,pillowkiller1,17.0,277828.9,395268.9,ERANGEL,2U4GBNA0YmkyT1F3tKm6ZiGxrJpQ1yZzXaOnUOg4rMceCREF0pmCiP8p0L1z2EB2,894,hanaTAT,2.0,278544.5,392796.3,True,1
12007585,Down and Out,,,,,ERANGEL,2U4GBNA0YmkTfilNh21YBvReua4mrQPFywY6zZe5M-Wu2zP8gvrcTNTWKcd_QRwc,1877,Josh_W_Dun,2.0,324951.1,664985.9,True,1
7957721,S1897,Payneful,19.0,440835.7,332728.2,ERANGEL,2U4GBNA0YmmYSOWJk5x9NdfSD1o6qivJvdspMKeba0h9qzTzDIL4AmkHIo2MjNDB,822,GameoverXM,2.0,440631.3,331948.9,True,1
10303956,Down and Out,WoThecobra,1.0,333692.3,368913.2,ERANGEL,2U4GBNA0YmnGgoAkZCwfhBCWPJveR0dl7X63kqTz6Yw0nASGvTqbeIbiKWajqqjt,1862,20sidedD,2.0,334736.2,373642.6,True,1
13021066,AWM,Na1YUYU,1.0,271817.1,302621.3,ERANGEL,2U4GBNA0YmnCBh_6ADmMVDfIlHzJTCjwVM0lhZAuvMZ7dkz3HgAg-HpL2ueXJKFm,1762,YuiCnn,2.0,264105.1,298916.5,True,1
11686494,Drown,,,,,ERANGEL,2U4GBNA0YmlV-_OXpSLzJTLgx8GOtNwnpjKzWptQRaBNhi3wqGYx1FaqoiYZcXZI,162,tangyingjung,2.0,0.0,0.0,True,1
5878225,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymn0v6zN_lWT_e2r3i53BuTGczHuyp6Qn9dQHLe9LA9yyJMv70hHWa5F,2181,Menetar,2.0,253771.3,233718.1,True,1
6852098,SCAR-L,ouyangwubing,1.0,410886.7,111526.1,ERANGEL,2U4GBNA0YmkyP2rEOEWyPTQXjCrz13p5xvI89zRWsW0qseDS6DYQUha2f4D6p7MB,1660,Lil-Venus,2.0,429235.0,93289.89,True,1
13290099,SCAR-L,SAS_SABRE,1.0,530510.4,355001.0,MIRAMAR,2U4GBNA0YmkUm-RiEezjGWBys4-xVvG5d_kFIWAU8Vv_pFwpREFSF_CnDdnFZy9k,1953,wswbdt,2.0,530308.8,355896.3,True,1
6523452,M16A4,WaifuRam,1.0,370861.0,393915.6,ERANGEL,2U4GBNA0YmnC3einLRSHNCivPZWmpL_uHDLtrVRBvqe_FMkzh5q15W_UjDiPr3Zq,348,withouthead500KG,2.0,370525.1,393603.9,True,1
7728621,M16A4,Goddessmoli,1.0,243992.7,368220.8,ERANGEL,2U4GBNA0YmmPtQval5HXNn-HSObSCuH96N9MxEJW6h52OYTfzvOcFEqEr_4lUplO,1764,Foaley,2.0,242007.5,385012.2,True,1
8039312,Down and Out,bboyxxoo,10.0,358071.2,182773.2,ERANGEL,2U4GBNA0YmlJojHOjvvNN5hNpMKTmKKVGMKS_jSCBJv29dzyV7uF3A9XmFlRN-8R,1433,QWOWQ,2.0,353504.6,191315.3,True,1
5495203,M416,Patrickyeah,1.0,312315.6,525292.1,ERANGEL,2U4GBNA0YmmLZhda2YJHbPgvbuBhZMdr6ucHlIo24iAAzzuvHnIv_Pms6AwTpepT,1831,superQ1NGS,2.0,312328.2,525187.9,True,1
13052954,Groza,TrickTrickz,1.0,188571.7,167602.7,ERANGEL,2U4GBNA0YmlwJyF_ygR0mOCYzERaEE9BDlZ9nrCjvb80EDpP9_MkJgAZwXx9bVy7,1918,6ft20kilinforfun,2.0,188570.6,169441.2,True,1
8777004,M16A4,Nippleassassin,1.0,247563.7,223272.6,ERANGEL,2U4GBNA0YmnZDCJ3PMwHNkRqRDo6WYWgHegTPp65-axCcV7TAcACDiWB7OXBkQRt,1876,chenhang520,2.0,247286.2,219254.0,True,1
13143325,M16A4,eaq69u2,1.0,321953.2,445981.5,ERANGEL,2U4GBNA0YmmnLBEACdBqSDIg9tu3E5OfhteauqvflH8lckwLlPIMp8jjTcD2S4ji,1954,0hyeahMrkrabs,2.0,323798.3,446999.5,True,1
6750178,Bluezone,SylarKing,1.0,347019.3,612564.4,ERANGEL,2U4GBNA0YmlPEyTPVQ1JUGI8YqBzKWFCogbLr42iuZpE79uS8eTj2V-iSBb6MgA0,1778,U511Dnx,2.0,360369.3,620231.1,True,1
510197,Down and Out,chengxiaoliang,1.0,158118.8,469318.8,ERANGEL,2U4GBNA0YmkUVGDQ6rJNLLoMCTLM9tBGGYLiM0_XKv_l_zEOFa6677uI2rWybmiA,1876,As_GeBiLaoLiang,2.0,157647.8,466138.8,True,1
6277887,Punch,HighAzMarz,22.0,104704.4,436635.4,ERANGEL,2U4GBNA0Yml0rxLbh8shF2OjR1uvDYVSfO6DYd0KDYOmSPNHT25LGJhiZ-lVtl0A,129,A-xiong99,2.0,0.0,0.0,True,1
1973923,Down and Out,Ningxia_ermeng,17.0,244220.3,277949.3,ERANGEL,2U4GBNA0Yml2lumui201ZXyJZdL9519m_tTNf2W3WH3J-AwLZ8QM0iANDVHbo7DM,1724,Unknownuser15,2.0,247035.6,278435.0,True,1
5509735,Down and Out,,,,,MIRAMAR,2U4GBNA0Yml60hQmgUX7EVpUS6kILm0xXv0-7r_wOz84ftxlshtII3SooXLcZVNt,892,Luoyixuandameinv,2.0,476271.7,544767.7,True,1
4363766,AWM,Kalaso121,1.0,64540.24,515560.2,ERANGEL,2U4GBNA0YmmkL1FSELYhjaMVpqVrcmE4eBieIdtVIrr_Al_jt0-8l0sr_G9Rxu_A,1731,L0chlann,2.0,75822.16,532176.7,True,1
13284560,Down and Out,IamMissyou,1.0,496898.4,597675.1,ERANGEL,2U4GBNA0YmlCfLw4rDIRAv1xPI-9FeNkKsTEQBlfCn1p1l4ZlIR1h24kzToWfcH7,1812,a33301223344,2.0,505298.6,592203.4,True,1
2893681,AKM,JETTA-wang,17.0,534077.0,245411.3,ERANGEL,2U4GBNA0Ymn_HdiKmYxplPKV0JDSZGa1iW1NpYGIhbGypMm_PVU1d7vrf-rOJZiz,274,Lemonlzw,2.0,534079.3,245563.5,True,1
10430481,M416,SneakyOreo,14.0,525506.4,252154.4,ERANGEL,2U4GBNA0Ymn-bFZrpblRBj_C_avyYid_V5SRu-TWsYdoIkTFMsOErr3YSKRXpooC,595,PLZkillmymates,2.0,525844.1,251297.8,True,1
4662146,M416,deltrons,1.0,520601.8,155717.8,ERANGEL,2U4GBNA0YmleejbluceGm5AJ9DHfmdMzEOqVJlKJYMxXYM-hMNXldFmzEGcYiB5t,1924,Riyek,2.0,524988.0,155454.5,True,1
4929255,SCAR-L,Drugman,1.0,280039.4,552102.6,ERANGEL,2U4GBNA0YmkFJx-vBwEeZIMFQWjRw_hiBOMsWvCFe6XaLvSszXSoXa4Lzfq8Xfik,1823,SHIGOOG,2.0,280658.2,543832.6,True,1
12282890,Down and Out,Harryyoop,1.0,544035.8,505293.3,MIRAMAR,2U4GBNA0YmmMD9-251gacnuC_3Cnm_Xt6NMXoPrjJ_YvgYaOOcko-gUP4dq5XQys,1878,Noble_Lavender,2.0,553729.4,508258.6,True,1
13003330,M249,Killer-theo,4.0,169729.8,420501.6,MIRAMAR,2U4GBNA0Ymlek_-YZj7GcjuugJgidyf7lKN_FeY76nl6sKnvUOVsJYkDdkgiqPNV,1664,KaMa3,2.0,168270.0,418470.2,True,1
3132443,Down and Out,,,,,MIRAMAR,2U4GBNA0YmmQLmD2arjeMMZCLv9HNn5Ub53TgNzSLwXVvvM7O7MFjELUfLz5esvp,1770,69CaptainDaddy69,2.0,396233.8,566298.3,True,1
12799303,AWM,yubaba1998,1.0,364169.2,153341.8,ERANGEL,2U4GBNA0YmnQzyAgRiGEhx47W0J5CWUH0E1R-oqU5wYwMdvyFIfvSOUP0jSWND9e,1843,S686KISS04,2.0,375092.5,145351.9,True,1
11335826,Down and Out,Nitrim,1.0,376769.1,484899.0,MIRAMAR,2U4GBNA0Ymm365n6LJDfE-2yW0fjUaNIvYy5-AmFRNAlqtYoVgY40GR0wyn8Muso,1867,CCKR1,2.0,376253.4,483546.0,True,1
8833362,AKM,SakurabbB,20.0,164507.8,403501.6,ERANGEL,2U4GBNA0YmnWEAjCmu9by4AeLkmPxMz2BB0niqmHzbcZvfXFpHtv7F3qAWzM8krs,213,wocaonima55k,2.0,164642.3,403626.9,True,1
7795740,Down and Out,Nitebeard,1.0,210576.3,563109.9,ERANGEL,2U4GBNA0YmnCU7tm_6Wo981OD9ej4XvljUvFSQG7psJo5Esow6RaA8u6DyK6GqYO,1794,Oakenshi3ld,2.0,196491.4,556602.9,True,1
10617867,SCAR-L,MerkWood,1.0,581415.6,614630.6,MIRAMAR,2U4GBNA0YmkiaNIwIWk-ulA_5H0-4rlGTgfx39ooXods0V-tLSpHG6RpJQSOSOSp,1939,ForgotTheBread,2.0,579866.4,619134.9,True,1
2195421,AKM,LOVELYjuanjuan1,1.0,307028.6,314647.6,ERANGEL,2U4GBNA0YmlfOgLX5rn56QtQJVZrAuG6EOLPaQizUY1tJaoTw_6kvTrnIX2COcnW,1880,RiaoBuil,2.0,307607.9,315849.0,True,1
8062509,Bluezone,,,,,ERANGEL,2U4GBNA0Ymm9i4yhqJ6VyvaBZBvxsyD4IqgAIRp78lEriz22DFQXNr4xz9c9F7Bn,1766,Dansmithbyu79,2.0,372455.3,128487.1,True,1
4730424,Down and Out,Jonboy123,3.0,529319.4,285411.6,ERANGEL,2U4GBNA0YmkMmLVLTtRL0BEjuoNPiycO7VVeVIuXAh7LIgR-u31HXVMlV4YmR1G_,1748,Captain_420,2.0,518400.2,297575.1,True,1
11037159,M416,Layindownthelaw,1.0,282075.2,425692.8,ERANGEL,2U4GBNA0Yml-33PLNVSvbOnlhFUr1e40Eze-kmM2TJRg9CYDu6Yg5bjIZ4KYrK9J,1919,SottuK,2.0,278947.6,426492.9,True,1
10368652,Down and Out,GhostOfSeasons,3.0,647621.4,296376.5,ERANGEL,2U4GBNA0YmkjOC1iPDxEgKR8RCqmFZEx-BewxYO4rSbiOmRYx4ckliw1mc5G7ZSy,1844,rs3379,2.0,651135.6,291680.2,True,1
12057169,AWM,HeroSenpai,1.0,482539.0,368877.9,ERANGEL,2U4GBNA0YmlPofuLdVIHW5bn11GsRL9G7bE6eThzpSbUeAW9PZcnX_3z0w_UWi1U,1862,Zabuza--,2.0,474503.0,368774.5,True,1
8768085,M16A4,SCAR_L-M416,1.0,419482.3,383927.9,ERANGEL,2U4GBNA0YmnmsgSS3HSNrEhY3tjiCuj2RmFAYsjKMweo_ctS5z4fSZu64FVV6VCV,1909,Daddy_Sam,2.0,417926.8,384532.9,True,1
9691636,Groza,Acieso,1.0,136292.5,335118.0,ERANGEL,2U4GBNA0YmliImlTIjDmqExQ4qhBEcZyZ8KBrwiPN9bFCmUE8XRtCzZm80W_MvG-,1944,0MONIAN,2.0,137561.1,333448.5,True,1
95788,Bluezone,KSchendaoyi888,3.0,450368.2,671884.6,MIRAMAR,2U4GBNA0Ymn8qOE35J6gC6YGedKCysqkoLqaRh76mqm9ADBB3eGajREgn2N88aJ9,1876,huangrongwoaini,2.0,454240.2,679322.7,True,1
7307496,M16A4,I_Lina_I,1.0,231290.3,570756.0,ERANGEL,2U4GBNA0YmkGwUEuMpFYVD111rHbqkCn2ZS-FZsAdd5cWIxUoObtLJNzIuP0qMkB,1744,suolatu,2.0,232555.6,571445.4,True,1
5818678,Down and Out,,,,,ERANGEL,2U4GBNA0YmmmyYjIOX6c2aAY2HiI1ZPJLcHbq8fA86Hzbl59wXJ2HNzpEaducMSD,1529,Dimka_228,2.0,224344.7,361527.6,True,1
11077711,Mini 14,ElChapoMERT,1.0,186505.8,468841.9,ERANGEL,2U4GBNA0Ymlg_9jG8BQuKMZFLDL5JRXo5m1PLp26rnZGqxgbeEN3qiNZvdtR4vc9,1808,Raydogdog,2.0,198169.6,474545.2,True,1
6919829,M416,Duang-Oh-Noooo,1.0,643892.3,469678.4,ERANGEL,2U4GBNA0YmkFGsdVvwBSeq4KHp72VV3RzeXIScuEYaKatmSrDrXs0I5gvmPwLdie,1942,R4verwastaken,2.0,641011.1,471413.5,True,1
12767953,Groza,denisko-o-o,1.0,557687.9,48219.81,ERANGEL,2U4GBNA0YmlGo-Epw-kgR78bKyuJyKPVdJrp9svWoIeysBTPoDB36JODWyD44gCp,1846,wuyaodjr,2.0,553042.8,40964.43,True,1
2461944,Down and Out,japan987,1.0,652654.6,491743.9,MIRAMAR,2U4GBNA0YmlCrL9q69cjTblyCQ4mEZAjeCe-eSF1DiQNcz6nX721aItm4-S15iM9,1875,SchwarzenRegen,2.0,645679.2,484392.8,True,1
3028363,SCAR-L,whtaaron4,1.0,166396.3,587812.3,ERANGEL,2U4GBNA0Ymk7yJH9GFzhKbyV6Q0GQKQ9BWt22AR96eZA9_Llzbev6Qbi4O_IM3G3,1943,Feary,2.0,172640.4,590792.8,True,1
12439241,Mini 14,Revenge11,1.0,142792.8,334614.4,ERANGEL,2U4GBNA0Ymn1fzieiSPVmR01xeE8R8ana7LkurKhUPJOm1I9S-xqTIrNc_0xuNlP,1816,ArmadAArtiK,2.0,137654.8,341439.8,True,1
7505432,SCAR-L,Souldianshag,1.0,151740.7,557622.8,ERANGEL,2U4GBNA0YmnQ16cFEFDBz-NWtBwPQE4u1mVbS69pIHHF3L6FKX8Fu3RYpvtfzycD,1877,Potato-360,2.0,152895.8,557471.9,True,1
3363112,SKS,caiyurui001,1.0,325716.4,484406.7,ERANGEL,2U4GBNA0YmnJxF0Hk-9_eOOUSEVsRs6_8acbsOqqSdVtgWYo8es7m2LYVyLeUKfH,1852,NIREYE,2.0,323013.2,494498.3,True,1
5403415,Groza,yoyoBITCH,1.0,83396.92,552536.7,ERANGEL,2U4GBNA0YmmU9ByyVwJAYoaVLGAM86AVYYZLCkPc9CxsSx4POo4rYA3KrQKQXj-Y,1688,RangerKrance,2.0,82296.25,552495.8,True,1
10685927,Down and Out,TheChronoDragon,4.0,397647.8,351990.1,MIRAMAR,2U4GBNA0YmlJxwW9HypOmRtv_SwUrypxqK-OgpaE-lg6DA3BxVNYKXuEp-j_Nr_9,1649,wocnml,2.0,394387.0,361929.5,True,1
3099582,Down and Out,M6669,3.0,524982.6,582189.6,ERANGEL,2U4GBNA0YmlhqjePHzdcKg2MsM71VeDTufPbCs-T6zyJlK9X8m_AhRNLr2OOHlR4,1798,HLGbanbiantian,2.0,528985.1,580233.8,True,1
1043056,M416,BIli-gouming,1.0,588581.6,626414.7,ERANGEL,2U4GBNA0YmmMhEDLgw29s-tPqPuBhDcxtG1Rvfoa_Ly8QmEPtj5kPqK7Xt5xtukV,1849,JoneSky,2.0,589692.2,620909.6,True,1
10704716,Grenade,GoIden_Boy,1.0,167202.1,339272.9,ERANGEL,2U4GBNA0Ymmj3-ULd8uglmRx8CkHs75-ohbXPliWQjpKLz1k7Xa70d0jZ2hfSMFp,1853,LGzVIP,2.0,164417.1,342848.8,True,1
3524836,Bluezone,,,,,ERANGEL,2U4GBNA0Ymk9iGWK7xvU8yUv4QAqPeAfRBsvpR-Z5xwJ9-33oQuaeVWaNfmyVaTR,1677,Cuztum,2.0,436472.9,605625.6,True,1
658324,M416,zhuqing521,3.0,573134.7,423937.7,ERANGEL,2U4GBNA0YmnzIWAIkUiinWPJAIw1kooP6fSvq4PDz7M4zPPEhJqhhhmmXXrvDv5Q,1461,Lingerlingerlin,2.0,573601.8,424110.1,True,1
5700975,AKM,Qqq773594859,1.0,215460.0,309939.6,,2U4GBNA0YmkduEewJNQ6kNB1AY2xfaMA0xYeEx9VkPBnIE78nM8k8oKvaSXDYsIZ,1793,felix560,2.0,214484.6,309231.0,True,1
6280764,Bluezone,Xyyy_________,1.0,448314.9,261498.7,ERANGEL,2U4GBNA0YmlZPiJXeBCipGN9s8xnB92OMl2JObPsMedvLMaMsWtppQIk_xdPFbN9,1858,BlackCard-,2.0,458816.5,251960.5,True,1
7830742,Down and Out,yikadanjimao,1.0,272605.8,494091.9,MIRAMAR,2U4GBNA0Ymkf-RIDSapyd4QO4IawkhXI5-Ae6o_j9DwcRuoXBSDlY2lJ00RhWkNk,1632,BaLckad,2.0,268829.7,484244.3,True,1
4710093,SCAR-L,KiLLRok,1.0,628737.8,295347.1,ERANGEL,2U4GBNA0YmlJuQrjFVAPxLPMAsbGL_20YklOExuN0LL2BAqUPb1xnJVJBDHluKJX,1959,IvanGanL,2.0,626448.3,298527.4,True,1
11709959,Down and Out,BrandonDTK,4.0,260952.1,309111.9,ERANGEL,2U4GBNA0YmmGbEyNZGBjOsJ9SsGVqhAJ0YHs5JrVSduJdTrgL-mTDvhbxbchl5gZ,1676,JohnGon,2.0,254042.5,311739.2,True,1
3906212,Down and Out,J8zheda,1.0,592023.3,333826.8,ERANGEL,2U4GBNA0YmnOFTFxlqScyvGTelYKjqQcLeAjBaI7o02UR650HIMgWtKLbTFERYll,1803,akaA-O,2.0,600592.9,336600.4,True,1
10411622,M416,ShenHua_Dog,1.0,593893.9,298207.3,ERANGEL,2U4GBNA0YmnMtJ1CLc4rUkejOV9_PNkpEY0GacKjB7IF75_xGJgujSwoupJsnzGW,1661,LavineZhou,2.0,593032.6,299129.8,True,1
339695,Down and Out,skAr_Inky,1.0,547008.1,301370.2,ERANGEL,2U4GBNA0YmniVQxN5M8IUhsbEUXesM-uPubNSEep0Bwcv_t7rZnEhB7ptZZeZpp_,1907,feiker-007,2.0,540576.8,302416.9,True,1
7827054,Kar98k,hu--xiaokang,11.0,565687.6,423948.1,ERANGEL,2U4GBNA0YmnUQCq4u7-GmwbD8uXOsG0S1GBMkTzvpm-7NGUbCibBT4h6aXX9_CGT,1022,dodo711,2.0,561735.4,419109.8,True,1
929866,M24,footwerk,1.0,68445.64,494424.0,ERANGEL,2U4GBNA0YmnDGjRuKpY0JpFCowTA6-PLICnyMmUvQUsmCM-rZ1A54OSHoumSsjXD,1694,VintageRum,2.0,70157.38,495797.6,True,1
